"","vehicle","model","region","season","month","year","distance","efficiency","kwh"
"19728","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Spring",11,2021,1084,7.1,152.7
"19729","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Summer",12,2021,1206,6.8,177.4
"19730","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Summer",1,2022,1280,6.9,185.5
"19731","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Summer",2,2022,759,6.8,111.6
"19732","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Autumn",3,2022,984,6.9,142.6
"19733","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Autumn",4,2022,865,6.8,127.2
"19734","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Autumn",5,2022,1166,6.4,182.2
"19735","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Winter",6,2022,1110,5.9,188.1
"19736","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Winter",7,2022,904,5.6,161.4
"19737","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Winter",8,2022,909,6,151.5
"19738","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Spring",9,2022,1010,6.2,162.9
"19739","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Spring",10,2022,865,6.5,133.1
"19740","5f332a32","Nissan Leaf (30 kWh)","Coastal Otago","Spring",11,2022,642,6.3,101.9
"19741","f4422b23","Nissan Leaf (30 kWh)","Auckland","Spring",11,2018,322,8.2,39.3
"19742","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",12,2018,646,7.9,81.8
"19743","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",1,2019,576,7.6,75.8
"19744","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",2,2019,477,7.7,61.9
"19745","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",3,2019,777,8.2,94.8
"19746","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2019,624,8.1,77
"19747","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",5,2019,634,8.2,77.3
"19748","f4422b23","Nissan Leaf (30 kWh)","Auckland","Spring",9,2019,535,8.1,66
"19749","f4422b23","Nissan Leaf (30 kWh)","Auckland","Spring",10,2019,735,8.2,89.6
"19750","f4422b23","Nissan Leaf (30 kWh)","Auckland","Spring",11,2019,509,8.4,60.6
"19751","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",12,2019,982,8.2,119.8
"19752","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",1,2020,670,8.1,82.7
"19753","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",2,2020,343,8,42.9
"19754","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",3,2020,749,8.5,88.1
"19755","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2020,153,8.6,17.8
"19756","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",5,2020,708,8,88.5
"19757","f4422b23","Nissan Leaf (30 kWh)","Auckland","Winter",6,2020,744,7.8,95.4
"19758","f4422b23","Nissan Leaf (30 kWh)","Auckland","Winter",7,2020,1355,7.9,171.5
"19759","f4422b23","Nissan Leaf (30 kWh)","Auckland","Winter",8,2020,718,8.2,87.6
"19760","f4422b23","Nissan Leaf (30 kWh)","Auckland","Spring",9,2020,844,8.2,102.9
"19761","f4422b23","Nissan Leaf (30 kWh)","Auckland","Spring",10,2020,606,8.2,73.9
"19762","f4422b23","Nissan Leaf (30 kWh)","Auckland","Spring",11,2020,810,8.4,96.4
"19763","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",12,2020,615,8,76.9
"19764","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",1,2021,564,8.5,66.4
"19765","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2021,761,8.5,89.5
"19766","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",5,2021,877,8.4,104.4
"19767","f4422b23","Nissan Leaf (30 kWh)","Auckland","Winter",6,2021,585,8.2,71.3
"19768","f4422b23","Nissan Leaf (30 kWh)","Auckland","Winter",7,2021,742,8.2,90.5
"19769","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",2,2022,567,8.4,67.5
"19770","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",3,2022,437,8.4,52
"19771","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2022,653,8.5,76.8
"19772","f4422b23","Nissan Leaf (30 kWh)","Auckland","Autumn",5,2022,669,8.4,79.6
"19773","f4422b23","Nissan Leaf (30 kWh)","Auckland","Winter",6,2022,717,8.3,86.4
"19774","f4422b23","Nissan Leaf (30 kWh)","Auckland","Winter",7,2022,1017,7.9,128.7
"19775","f4422b23","Nissan Leaf (30 kWh)","Auckland","Spring",10,2022,891,8,111.4
"19776","f4422b23","Nissan Leaf (30 kWh)","Auckland","Spring",11,2022,652,8.1,80.5
"19777","f4422b23","Nissan Leaf (30 kWh)","Auckland","Summer",12,2022,698,8.1,86.2
"19778","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",10,2018,1798,8.3,216.6
"19779","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",11,2018,1633,8.4,194.4
"19780","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",12,2018,1422,8.4,169.3
"19781","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",1,2019,1369,8.3,164.9
"19782","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",2,2019,1719,8.5,202.2
"19783","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",3,2019,1923,8.5,226.2
"19784","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2019,1417,8.2,172.8
"19785","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",5,2019,1726,8.2,210.5
"19786","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",6,2019,1451,7.9,183.7
"19787","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",7,2019,1747,7.9,221.1
"19788","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",8,2019,1659,7.9,210
"19789","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",9,2019,1655,8.2,201.8
"19790","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",10,2019,1857,8.3,223.7
"19791","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",11,2019,1030,8.4,122.6
"19792","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",12,2019,2421,8.3,291.7
"19793","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",1,2020,2112,8.2,257.6
"19794","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",2,2020,1700,8.5,200
"19795","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",3,2020,1487,8.6,172.9
"19796","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2020,258,8.4,30.7
"19797","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",6,2020,1316,8,164.5
"19798","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",7,2020,1686,8.1,208.1
"19799","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",8,2020,1191,8.2,145.2
"19800","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",9,2020,1598,8.2,194.9
"19801","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",10,2020,1917,8,239.6
"19802","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",11,2020,1757,8.1,216.9
"19803","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",12,2020,1508,8.2,183.9
"19804","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",2,2021,1371,8.2,167.2
"19805","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",3,2021,1720,8.2,209.8
"19806","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2021,1707,8.2,208.2
"19807","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",5,2021,2342,8.1,289.1
"19808","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",6,2021,1753,8,219.1
"19809","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",7,2021,1628,7.7,211.4
"19810","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",9,2021,550,7.9,69.6
"19811","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",10,2021,1357,7.9,171.8
"19812","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",11,2021,1499,8.2,182.8
"19813","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",12,2021,1816,8,227
"19814","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",2,2022,1561,8.1,192.7
"19815","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2022,1583,8.2,193
"19816","285816bd","Nissan Leaf (30 kWh)","Auckland","Autumn",5,2022,2147,8.2,261.8
"19817","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",6,2022,1695,8,211.9
"19818","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",7,2022,1849,7.9,234.1
"19819","285816bd","Nissan Leaf (30 kWh)","Auckland","Winter",8,2022,2046,7.9,259
"19820","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",9,2022,2197,7.8,281.7
"19821","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",10,2022,2074,7.8,265.9
"19822","285816bd","Nissan Leaf (30 kWh)","Auckland","Spring",11,2022,2264,8,283
"19823","285816bd","Nissan Leaf (30 kWh)","Auckland","Summer",12,2022,1336,7.7,173.5
"19824","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2018,1391,7.1,195.9
"19825","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2018,1767,7.4,238.8
"19826","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2018,1505,7.1,212
"19827","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2019,1139,7.4,153.9
"19828","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",2,2019,1694,7.4,228.9
"19829","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2019,1931,7.5,257.5
"19830","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2019,1553,6.7,231.8
"19831","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2019,1808,6.9,262
"19832","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",6,2019,1692,6.7,252.5
"19833","7ddb543f","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2019,1331,6.7,198.7
"19834","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2018,486,6.7,72.5
"19835","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2018,702,6.6,106.4
"19836","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",12,2018,907,6.8,133.4
"19837","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2019,958,6.8,140.9
"19838","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",2,2019,864,6.6,130.9
"19839","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",3,2019,424,6.9,61.4
"19840","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2019,1099,6.4,171.7
"19841","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2019,970,6.3,154
"19842","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",6,2019,776,5.6,138.6
"19843","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",7,2019,578,5.8,99.7
"19844","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2019,539,5.6,96.2
"19845","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2019,1322,5.5,240.4
"19846","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2019,1447,6,241.2
"19847","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2019,1413,6.6,214.1
"19848","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",12,2019,1000,6.8,147.1
"19849","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2020,910,6.7,135.8
"19850","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",2,2020,1315,6.6,199.2
"19851","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",3,2020,767,6.2,123.7
"19852","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2020,372,5.5,67.6
"19853","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2020,661,6.1,108.4
"19854","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",6,2020,1125,5.4,208.3
"19855","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",7,2020,1191,5.5,216.5
"19856","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2020,1924,6,320.7
"19857","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2020,1399,6.3,222.1
"19858","49214138","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2020,2056,6.1,337
"19859","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2018,823,7.3,112.7
"19860","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2018,685,8.1,84.6
"19861","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2018,1352,7.8,173.3
"19862","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2019,638,7.1,89.9
"19863","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2019,1020,7.2,141.7
"19864","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2019,417,7.2,57.9
"19865","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2019,1011,7.1,142.4
"19866","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2019,1552,7.6,204.2
"19867","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2020,1019,7.8,130.6
"19868","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2020,494,7.9,62.5
"19869","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2020,673,7.7,87.4
"19870","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2020,81,7,11.6
"19871","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2020,959,7.4,129.6
"19872","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2020,391,6.3,62.1
"19873","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2020,1040,7,148.6
"19874","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2020,834,6.9,120.9
"19875","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2020,483,7.4,65.3
"19876","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2020,569,7.3,77.9
"19877","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2020,780,7.1,109.9
"19878","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2020,508,7.6,66.8
"19879","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2021,783,7.9,99.1
"19880","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2021,1254,7.7,162.9
"19881","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2021,828,8,103.5
"19882","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2021,1108,7.4,149.7
"19883","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2021,986,6.9,142.9
"19884","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2021,710,6.3,112.7
"19885","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2021,681,6.9,98.7
"19886","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2021,438,6.5,67.4
"19887","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2021,928,7,132.6
"19888","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2021,346,7.3,47.4
"19889","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2022,557,7.5,74.3
"19890","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2022,177,7.2,24.6
"19891","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2022,563,6.8,82.8
"19892","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2022,364,6.8,53.5
"19893","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2022,418,6.6,63.3
"19894","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2022,740,6.8,108.8
"19895","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2022,481,6.9,69.7
"19896","0d7f814b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2022,1055,7.1,148.6
"19897","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2018,1403,7.5,187.1
"19898","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2018,1753,7.7,227.7
"19899","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2018,1429,7.3,195.8
"19900","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1,2019,1725,7.4,233.1
"19901","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",2,2019,1523,7.8,195.3
"19902","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2019,1956,7.8,250.8
"19903","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2019,1493,8.1,184.3
"19904","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2019,1533,7.9,194.1
"19905","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2019,1625,8.1,200.6
"19906","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2019,1755,8,219.4
"19907","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2019,1348,8.1,166.4
"19908","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2019,1552,8.1,191.6
"19909","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2019,1458,8,182.2
"19910","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1,2020,1887,8,235.9
"19911","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",2,2020,1471,8,183.9
"19912","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2020,1190,8.1,146.9
"19913","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2020,574,8.2,70
"19914","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2020,875,8.1,108
"19915","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2020,990,8,123.8
"19916","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2020,1266,7.5,168.8
"19917","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2020,804,7.9,101.8
"19918","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2020,1154,8,144.2
"19919","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2020,1216,8,152
"19920","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2020,1198,8.1,147.9
"19921","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2020,1331,8,166.4
"19922","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1,2021,1115,8,139.4
"19923","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",2,2021,713,8,89.1
"19924","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2021,1017,8,127.1
"19925","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2021,965,8,120.6
"19926","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2021,1313,7.1,184.9
"19927","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2021,1295,7.3,177.4
"19928","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2021,914,7.3,125.2
"19929","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2021,491,7.5,65.5
"19930","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2021,601,7.8,77.1
"19931","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2021,1056,7.9,133.7
"19932","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",2,2022,1538,8.2,187.6
"19933","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2022,1396,8.2,170.2
"19934","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2022,1346,8.1,166.2
"19935","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2022,1705,8,213.1
"19936","a763273c","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2022,1134,8.1,140
"19937","c43f8d98","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",11,2018,1017,8,127.1
"19938","c43f8d98","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",12,2018,1330,8.4,158.3
"19939","c43f8d98","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",8,2019,1862,8.2,227.1
"19940","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2018,1172,8.2,142.9
"19941","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2018,1225,8.4,145.8
"19942","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2018,576,8.5,67.8
"19943","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2019,427,8.5,50.2
"19944","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",2,2019,770,8.5,90.6
"19945","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2019,977,8.4,116.3
"19946","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2019,1012,7.9,128.1
"19947","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2019,1228,7.1,173
"19948","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",6,2019,1076,6.3,170.8
"19949","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2019,1020,7.2,141.7
"19950","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",8,2019,908,7.1,127.9
"19951","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",9,2019,700,7.5,93.3
"19952","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2019,375,8.4,44.6
"19953","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2019,1043,8.2,127.2
"19954","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2019,779,8.2,95
"19955","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2020,757,8.1,93.5
"19956","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",2,2020,783,7.9,99.1
"19957","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2020,787,8.1,97.2
"19958","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2020,52,7.7,6.8
"19959","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2020,353,7.1,49.7
"19960","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",6,2020,1004,6.1,164.6
"19961","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2020,754,6.7,112.5
"19962","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",8,2020,963,6.9,139.6
"19963","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",9,2020,837,7.9,105.9
"19964","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2020,645,7.9,81.6
"19965","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2020,751,8.1,92.7
"19966","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2020,581,8.2,70.9
"19967","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2021,246,7.8,31.5
"19968","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",2,2021,499,7.7,64.8
"19969","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2021,743,7.9,94.1
"19970","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2021,659,7,94.1
"19971","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2021,493,5.8,85
"19972","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",6,2021,673,6.1,110.3
"19973","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2021,500,5.9,84.7
"19974","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",8,2021,460,6,76.7
"19975","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",9,2021,402,7.1,56.6
"19976","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2021,276,7.3,37.8
"19977","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2021,405,7.8,51.9
"19978","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2021,306,7.5,40.8
"19979","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2022,296,7.1,41.7
"19980","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",2,2022,306,7.5,40.8
"19981","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2022,369,7.7,47.9
"19982","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2022,492,7.5,65.6
"19983","6cf11c28","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2022,803,6.3,127.5
